Price,Close,High,Low,Open,Volume
Ticker,TQQQ,TQQQ,TQQQ,TQQQ,TQQQ
Date,,,,,
2020-01-02,21.842634201049805,21.842634201049805,21.2126518445953,21.330472678248825,65536000
2020-01-03,21.248720169067383,21.64065583091805,20.977008538442913,20.989031858816094,72590000
2020-01-06,21.652679443359375,21.659892701880132,20.666825863496474,20.7437703452198,64047600
2020-01-07,21.6262264251709,21.82820497205132,21.438674393210253,21.674316031237414,53849600
2020-01-08,22.123964309692383,22.42933720125073,21.52764320891163,21.63103752674656,79582400
2020-01-09,22.68181037902832,22.80924949256357,22.294682976873517,22.657765574785984,72711600
2020-01-10,22.49666404724121,22.955927747933007,22.393269726397065,22.936691168589636,68802000
2020-01-13,23.282939910888672,23.294961395890137,22.67700056418432,22.77799167830237,58279200
2020-01-14,23.011228561401367,23.359884651423215,22.895812764670765,23.222827246242492,72868800
2020-01-15,23.025659561157227,23.355077276958134,22.799634334343995,23.030467788865472,66501600
2020-01-16,23.66766357421875,23.682090090805854,23.21080492578248,23.3502673677948,60550400
2020-01-17,24.021127700805664,24.07883560116075,23.626787018460597,23.975441286003136,72201200
2020-01-21,24.009103775024414,24.167802790123417,23.795101891876506,23.811933438826305,69441200
2020-01-22,24.1726131439209,24.59580872024806,24.088455401768073,24.340930462727737,68074400
2020-01-23,24.396230697631836,24.427488760051123,23.79750644305584,24.124520921061436,71794400
2020-01-24,23.763845443725586,24.8170233840852,23.446449226459595,24.74248393317082,119687200
2020-01-27,22.29468536376953,22.68662103493352,21.683937731221786,22.18167275378022,99313200
2020-01-28,23.331031799316406,23.484920764577495,22.597655100541157,22.75875732440805,85931200
2020-01-29,23.41518783569336,23.79510199361439,23.126646505462798,23.715752485725627,68938800
2020-01-30,23.6796875,23.708540533912146,22.75875692128046,22.987185334090267,100124800
2020-01-31,22.515897750854492,23.985057830916844,22.301895877870045,23.968226284766413,110192000
2020-02-03,23.549842834472656,23.722968372205116,22.826082619313766,22.86936400374688,86844000
2020-02-04,25.158462524414062,25.30754324958256,24.2904316780721,24.526075168241533,70124400
2020-02-05,25.44940948486328,26.108248526804395,24.98052935875652,26.103438465023213,87306000
2020-02-06,26.069774627685547,26.098629494047213,25.346016282831965,25.610512803727026,56566400
2020-02-07,25.733142852783203,26.163551661517378,25.516737767459684,25.72352639812529,77026000
2020-02-10,26.661291122436523,26.66850621638924,25.46384235647963,25.483078938017435,61624400
2020-02-11,26.680522918701172,27.380238312005265,26.468926063240332,27.098908402351473,96885200
2020-02-12,27.461990356445312,27.495653450038283,26.95463708722139,27.144594163639443,60804000
2020-02-13,27.35619354248047,27.675994795673198,26.781514032954284,26.880100126517938,77641200
2020-02-14,27.541337966918945,27.649540498231655,27.19027870469222,27.464393496218577,56984800
2020-02-18,27.589431762695312,27.755344048103172,27.07246016175146,27.15180967516402,65083600
2020-02-19,28.387731552124023,28.56566715877701,27.988582621675228,28.08716688014405,52813600
2020-02-20,27.579809188842773,28.36849230389735,26.543462951414075,28.204985074916642,113828800
2020-02-21,26.0024471282959,27.310504985322364,25.663411179537754,27.18546907190023,103553600
2020-02-24,23.00642204284668,23.94418417480669,22.513495253053257,23.15069271672488,134837200
2020-02-25,21.14532470703125,23.783080351885282,20.90487298858696,23.547436860629425,150396800
2020-02-26,21.43627166748047,22.537541009125366,20.955368217102897,21.467529731334622,167868000
2020-02-27,18.231048583984375,20.777433147546205,18.173340687228297,19.78917647240618,212558000
2020-02-28,18.514780044555664,18.61817434415854,16.2304890000975,16.449300917548086,247111200
2020-03-02,21.041933059692383,21.097235934618134,18.267119657273525,19.060609327934966,181759200
2020-03-03,19.060609817504883,22.001335589235765,18.485930269639045,21.248722256275823,274063200
2020-03-04,21.373754501342773,21.43627246588066,19.548726719746718,20.087338090570032,157913600
2020-03-05,19.498228073120117,20.861590648341803,19.017324658304958,19.77474790353902,193486000
2020-03-06,18.47631072998047,18.77447220695186,17.072073455861705,17.488055771192094,196759600
2020-03-09,14.722859382629395,16.62723756958139,14.667555594556053,14.79499471849677,203482400
2020-03-10,17.014366149902344,17.055242506656544,14.667556582967238,16.345910586034858,228126400
2020-03-11,14.826251983642578,16.16556881442919,14.186650489776568,15.816912744064645,215464000
2020-03-12,10.762618064880371,13.825973233625074,10.676056220342856,11.902359566338108,309112800
2020-03-13,13.667276382446289,13.780288989170293,10.834755293964202,12.561198790330346,278145200
2020-03-16,8.956827163696289,11.68595399969412,8.894310115942623,9.72867701591763,329145200
2020-03-17,10.416369438171387,10.85399153725264,8.59614981620415,9.468989900525818,381010400
2020-03-18,9.452157020568848,9.978745933601756,7.869984333466942,8.728396862085898,424499600
2020-03-19,9.670967102050781,10.599110756541533,8.656260693861354,9.341547631891888,402404400
2020-03-20,8.538440704345703,10.531785807188998,8.439855529707826,10.337020488923027,391127600
2020-03-23,8.564889907836914,9.137165251469627,7.7593770223049265,8.639430270361718,410036800
2020-03-24,10.474076271057129,10.517357649977853,9.649326875429502,9.913823375722435,414912000
2020-03-25,10.231220245361328,11.50321003232665,9.87775684957691,10.627965940288291,417437200
2020-03-26,11.897552490234375,12.022587510412745,10.500527491314186,10.539000651908115,324620000
2020-03-27,10.661628723144531,11.62103143749147,10.529380467768508,10.971811645258624,278571600
2020-03-30,11.782133102416992,11.873505003714836,10.820326318546218,10.959788742487685,208310800
2020-03-31,11.455121040344238,12.390478186149965,11.26756897185895,11.68835952764049,365952000
2020-04-01,10.034049987792969,10.993452737188928,9.767148436560614,10.483694439398098,267794800
2020-04-02,10.627965927124023,10.661629020276033,9.803216475897795,9.90661078615068,233765600
2020-04-03,10.199963569641113,10.815520426617017,9.824859398183744,10.546214702987243,277242000
2020-04-06,12.335172653198242,12.549174530309841,11.147341525064505,11.32768030922603,259308400
2020-04-07,12.311127662658691,13.535026896012221,12.263037137492939,13.441250876426762,329004800
2020-04-08,13.097406387329102,13.224845514218659,12.330364760464047,12.669401672411265,259090000
2020-04-09,13.14549446105957,13.638421197196635,12.808862619570167,13.448464127375555,276648800
2020-04-13,13.602354049682617,13.676894414860984,12.760773009719399,12.984393188003954,213480800
2020-04-14,15.367269515991211,15.485091263358846,14.280427622505107,14.439125722331587,245024800
2020-04-15,14.857512474060059,15.242234871462669,14.345350037251762,14.645914696863349,215844000
2020-04-16,15.65340805053711,15.886646533994542,14.895985612946955,15.343226000205261,281460000
2020-04-17,16.045345306396484,16.374763013837175,15.396124512186365,16.271368692972295,231782400
2020-04-20,15.52596664428711,16.232895249756112,15.499516809762694,15.67504736301554,193499200
2020-04-21,13.809144020080566,15.179719172992524,13.539838317998944,15.066706557428978,259744800
2020-04-22,15.03063678741455,15.307156635512259,14.501643731098024,14.674768347769575,137092800
2020-04-23,14.932051658630371,15.771227659770423,14.840680664144125,15.203762362946021,212434000
2020-04-24,15.65340805053711,15.725544306998595,14.718050920126219,15.03785217753695,158990800
2020-04-27,15.958785057067871,16.252134683239113,15.78325445314845,16.153550408874537,152370800
2020-04-28,15.095561027526855,16.40602420531759,15.054684669072257,16.40361917408458,193123600
2020-04-29,16.665706634521484,16.92058668236955,15.891451871899788,16.122287116800152,173052000
2020-04-30,16.776315689086914,16.94463299370594,16.3386936322791,16.930206477553266,190272400
2020-05-01,15.271087646484375,16.18480395792144,15.028231823801946,15.706305570311851,173122800
2020-05-04,15.809700012207031,15.85298139360528,14.924837641565823,15.037850239355746,100378000
2020-05-05,16.31464958190918,16.88452084481563,16.160760620824934,16.285796548269083,144357200
2020-05-06,16.636852264404297,17.103327274410002,16.444490187318976,16.721009985191355,155940400
2020-05-07,17.286073684692383,17.492862306832198,16.968677493536088,17.271647168799234,144744800
2020-05-08,17.983383178710938,18.021854497445567,17.437556782812326,17.685223579139105,131101200
2020-05-11,18.43062400817871,18.73118864681665,17.613087824183317,17.66598749410375,134692000
2020-05-12,17.334163665771484,18.786492279029172,17.31973714956893,18.62779509729793,169681600
2020-05-13,16.677734375,17.90163296418763,16.052560160103504,17.454392539680605,245559600
2020-05-14,17.230772018432617,17.23798527688196,15.896264170270037,16.36033608702286,201499600
2020-05-15,17.526525497436523,17.577020137843547,16.420447966637393,16.521437247451438,178903200
2020-05-18,18.54123306274414,18.80332456810531,18.086779439419807,18.27433149545828,148237200
2020-05-19,18.399368286132812,19.132746904598893,18.370515248358007,18.606156951192055,130715200
2020-05-20,19.476591110229492,19.599222012361647,19.046182271727485,19.046182271727485,142708000
2020-05-21,18.87786293029785,19.697802249453,18.738400508083505,19.53429502483983,161346800
2020-05-22,19.048587799072266,19.113508963950526,18.526807945398414,18.776876149337916,104832400
2020-05-26,18.96923828125,20.034439599858658,18.846607375926762,19.969518434982387,122601200
2020-05-27,19.23613739013672,19.245755678971907,17.644346360682537,18.78168379105482,173645600
2020-05-28,19.113508224487305,20.007988987323248,18.887484837228538,18.899506323480995,151996400
2020-05-29,19.90218734741211,20.034436522495884,18.83217796537419,19.245755202544206,179246400
2020-06-01,20.147451400756836,20.255653949344207,19.628074764734613,19.731469085729714,104940800
2020-06-02,20.54900550842285,20.57064711899313,19.630479933744034,20.255654091700613,125357200
2020-06-03,20.827926635742188,21.037118437862627,20.488888862718095,20.714914044734154,107516800
2020-06-04,20.404733657836914,21.130897064696644,20.044056068081844,20.734153183566935,133204400
2020-06-05,21.61420249938965,21.768091435881733,20.558619715716993,20.654800759649753,140697200
2020-06-08,22.095108032226562,22.140794445298088,21.13570619923153,21.54206835173262,109272400
2020-06-09,22.588037490844727,22.838107525546896,21.818590806876227,21.854658935492147,106589600
2020-06-10,23.403165817260742,23.857619410996843,22.93428387319107,23.073746307909293,151455600
2020-06-11,19.95749282836914,22.65295639866297,19.91421144524083,22.261020754140674,191666000
2020-06-12,20.390308380126953,21.556498957621564,19.339533611045592,21.229484442948685,205938400
2020-06-15,21.109256744384766,21.323258628682638,19.25056413936388,19.495825921380096,199092400
2020-06-16,22.22495460510254,22.63131863646415,21.23429276681024,22.455788057476227,191608800
2020-06-17,22.441360473632812,22.953521999765936,22.217740290630804,22.64333904692437,129429200
2020-06-18,22.614486694335938,22.689026146080952,22.131178187260655,22.347585118376543,106392800
2020-06-19,22.583227157592773,23.37912367069414,22.111941963637612,23.316605704143605,144975200
2020-06-22,23.386333465576172,23.45606468053487,22.484639567059983,22.580820616468564,110066800
2020-06-23,23.997081756591797,24.675155515719492,23.722966949784922,23.89368744634001,117449200
2020-06-24,22.583227157592773,24.158186800742367,22.085492125270125,23.780677639362402,196410800
2020-06-25,23.181949615478516,23.256489056524778,21.818587062384413,22.58082035671599,150851600
2020-06-26,21.515621185302734,23.155501878337464,21.376158744359635,23.088173854277947,187970400
2020-06-29,22.203311920166016,22.224953529857792,20.746175019959214,21.450698663905953,129804800
2020-06-30,23.480113983154297,23.679689377878958,22.152819282902474,22.198505702887978,125694400
2020-07-01,24.319286346435547,24.639087568166747,23.381524289566364,23.530605013520255,126068800
2020-07-02,24.83625602722168,25.456621846360157,24.704006859943796,25.076707724453566,114076000
2020-07-06,26.661291122436523,26.82960845914024,25.798070164068104,25.800475195385676,105992000
2020-07-07,26.137102127075195,27.449970177686218,26.0264945522199,26.581939291940287,123049600
2020-07-08,27.142189025878906,27.1566173762912,26.086606140012712,26.55308305582182,119965600
2020-07-09,27.820262908935547,28.05350136782696,26.41602576293097,27.75053352540194,158798000
2020-07-10,28.409374237060547,28.481508660363595,26.904145789187726,27.752940161445487,121394800
2020-07-13,26.654069900512695,30.28489011131153,26.375146889543803,29.34712997275153,187292400
2020-07-14,27.21913719177246,27.34417312829191,24.860306126428846,25.87020273615667,229875600
2020-07-15,27.35378646850586,27.94529744253699,26.303011857464263,27.6182829770481,183772000
2020-07-16,26.767086029052734,27.01715604389759,25.725929616588378,26.459308113705553,149986000
2020-07-17,26.89211654663086,27.180659679811953,26.209234616987192,26.969062849746486,115501600
2020-07-20,29.18122100830078,29.39041466599819,26.711780806227207,27.122954863511943,125810800
2020-07-21,28.248268127441406,29.736662987508954,27.98857983641311,29.71742641013627,147156800
2020-07-22,28.575279235839844,28.88546214993953,27.80823955792754,28.414177036621673,113894400
2020-07-23,26.33667755126953,28.671463616831108,25.865392383152678,28.447843435757697,168324400
2020-07-24,25.557613372802734,26.007258746700185,24.28802859297584,25.12960960750514,178609200
2020-07-27,26.930591583251953,27.062840757862954,25.84375065867971,26.110650369665695,133812000
2020-07-28,25.918292999267578,26.860863369769184,25.81730370982123,26.709379435599658,119351200
2020-07-29,26.80074691772461,27.077266746391746,26.24530406417216,26.375148205489797,97140400
2020-07-30,27.235965728759766,27.4042830347677,25.814897006462942,26.185192878279135,151100000
2020-07-31,28.705123901367188,28.733978766406505,27.1421878178388,28.69069738609799,179907600
2020-08-03,29.775135040283203,30.08772115576616,29.3495344955436,29.39522090648764,108934000
2020-08-04,30.162261962890625,30.205543342454117,29.416860222130342,29.652503696309566,105504000
2020-08-05,30.4027156829834,30.554199604265374,30.03482484951216,30.3329844649168,81190800
2020-08-06,31.566495895385742,31.722788017995324,30.10935931831286,30.323361164302085,96032000
